UniProt_ID,selection_type,uniprot_spearman,n_assays
HCP_LAMBD,Stability,0.3905541677562845,1
HECD1_HUMAN,Stability,0.2646245247575349,1
HEM3_HUMAN,Activity,0.3758024938366071,1
HIS7_YEAST,OrganismalFitness,0.07576089420443373,1
HMDH_HUMAN,OrganismalFitness,-0.0048269598281324416,1
HSP82_YEAST,OrganismalFitness,0.36022955016496655,3
HXK4_HUMAN,Expression,0.2619445662345837,1
HXK4_HUMAN,OrganismalFitness,0.4770828668112691,1
I6TAH8_I68A0,OrganismalFitness,0.013705509505176114,1
IF1_ECOLI,OrganismalFitness,0.49145268841239853,1
ILF3_HUMAN,Stability,0.3702372882246883,1
ISDH_STAAW,Stability,0.3460745797029409,1
KCNE1_HUMAN,Activity,0.21880651997528325,1
KCNE1_HUMAN,Expression,0.16087276516300833,1
KCNH2_HUMAN,Activity,0.4010869377901531,1
KCNJ2_MOUSE,Activity,0.33593654536651574,1
KCNJ2_MOUSE,Expression,0.31659422412785543,1
KKA2_KLEPN,OrganismalFitness,0.3029610818633865,1
LGK_LIPST,Activity,0.33085090220350133,1
LYAM1_HUMAN,Expression,0.31841113025592915,1
MAFG_MOUSE,Stability,0.3424336430162946,1
MBD11_ARATH,Stability,0.02779255481918794,1
MET_HUMAN,Activity,0.5301416661125432,1
MK01_HUMAN,OrganismalFitness,0.18619877308643012,1
MLAC_ECOLI,OrganismalFitness,0.25611185859914426,1
MSH2_HUMAN,OrganismalFitness,0.3079052228327681,1
MTH3_HAEAE,OrganismalFitness,0.3288446151142609,1
MTHR_HUMAN,OrganismalFitness,0.41721282581578867,1
MYO3_YEAST,Stability,0.29724612155416735,1
NCAP_I34A1,OrganismalFitness,0.030412020145886655,1
NKX31_HUMAN,Stability,0.5883442103976481,1
NPC1_HUMAN,Activity,0.3568110954631978,2
NRAM_I33A0,OrganismalFitness,-0.07045077581774321,1
NUD15_HUMAN,Expression,0.4190127603371746,1
NUSA_ECOLI,Stability,0.41260047102991476,1
NUSG_MYCTU,Stability,0.4708657319815425,1
OBSCN_HUMAN,Stability,0.6969497551371988,1
ODP2_GEOSE,Stability,0.16851711932861876,1
OPSD_HUMAN,Expression,0.4718141952894796,1
OTC_HUMAN,Activity,0.4204851155536988,1
OTU7A_HUMAN,Stability,0.5364903402647988,1
OXDA_RHOTO,Activity,0.25267389722169115,1
OXDA_RHOTO,Expression,0.2564860544730484,1
P53_HUMAN,OrganismalFitness,-0.11334596792717691,4
P84126_THETH,OrganismalFitness,0.5433833628074695,1
PABP_YEAST,OrganismalFitness,0.6639724876818195,1
PAI1_HUMAN,Activity,0.33825062341690887,1
PA_I34A1,OrganismalFitness,0.017862075305134187,1
PHOT_CHLRE,Activity,0.7098825825397954,1
PIN1_HUMAN,Stability,0.7272454486542146,1
PITX2_HUMAN,Stability,0.5189662025868971,1
PKN1_HUMAN,Stability,0.3281565265611746,1
POLG_CXB3N,OrganismalFitness,-0.0564243633698653,1
POLG_DEN26,OrganismalFitness,-0.05355190557979965,1
POLG_HCVJF,OrganismalFitness,0.12109442253850236,1
POLG_PESV,Stability,0.05359091030922449,1
PPARG_HUMAN,Activity,0.33814344608240543,1
PPM1D_HUMAN,OrganismalFitness,0.42355166201759753,1
PR40A_HUMAN,Stability,0.45314778383050647,1
PRKN_HUMAN,Expression,0.32238713282233683,1
PSAE_PICP2,Stability,0.5130684343822566,1
PTEN_HUMAN,Activity,0.44179414994133204,1
PTEN_HUMAN,Expression,0.29448723320721226,1
Q2N0S5_9HIV1,OrganismalFitness,0.46057535831999447,1
Q53Z42_HUMAN,Binding,0.3421463877171943,1
Q53Z42_HUMAN,Expression,0.5139427258172335,1
Q59976_STRSQ,Activity,0.5113170153940636,1
Q6WV12_9MAXI,Activity,0.009907360217980771,1
Q837P4_ENTFA,Activity,0.46892756379040723,1
Q837P5_ENTFA,Activity,0.3082929729755742,1
Q8WTC7_9CNID,Activity,-0.01586601867445186,1
R1AB_SARS2,OrganismalFitness,-0.03222308329411282,1
RAD_ANTMA,Stability,0.4287327468620039,1
RAF1_HUMAN,OrganismalFitness,0.2975666568637784,1
RASH_HUMAN,Activity,0.4197362695721487,1
RASK_HUMAN,Binding,0.6250671602381918,1
RASK_HUMAN,Expression,0.27233869214399686,1
RBP1_HUMAN,Stability,0.2978986451860964,1
RCD1_ARATH,Stability,0.34639343241038495,1
RCRO_LAMBD,Stability,0.21853957310845035,1
RD23A_HUMAN,Stability,0.5548966943832953,1
RDRP_I33A0,OrganismalFitness,0.02913791544583483,1
REV_HV1H2,OrganismalFitness,0.03948518924849596,1
RFAH_ECOLI,Stability,0.11107464373572934,1
RL20_AQUAE,Stability,0.21347800057283225,1
RL40A_YEAST,Activity,0.21893617698235796,1
RL40A_YEAST,OrganismalFitness,0.27065023012399314,2
RNC_ECOLI,Activity,0.5576493679557015,1
RPC1_BP434,Stability,0.7467271160884665,1
RPC1_LAMBD,Activity,0.27955027123302867,2
RS15_GEOSE,Stability,0.30947027597324245,1
S22A1_HUMAN,Activity,0.47962943462281676,1
S22A1_HUMAN,Expression,0.5505528613148479,1
SAV1_MOUSE,Stability,0.5119245526874503,1
SBI_STAAM,Stability,0.22505861696745125,1
SC6A4_HUMAN,Activity,0.49817299161674555,1
SCIN_STAAR,Stability,0.23933972248876487,1
SCN5A_HUMAN,OrganismalFitness,0.14503636058889066,1
SDA_BACSU,Stability,0.058662719796369375,1
SERC_HUMAN,OrganismalFitness,0.44562497188172523,1
SHOC2_HUMAN,OrganismalFitness,0.2518105165749872,1
SOX30_HUMAN,Stability,0.28228402000871067,1
SPA_STAAU,Stability,0.02513894749161359,1
SPG1_STRSG,Binding,0.1350209611445007,2
SPG2_STRSG,Stability,0.45939518244390976,1
SPIKE_SARS2,Binding,-0.03951164379441398,1
SPIKE_SARS2,Expression,0.011808637258186965,1
SPTN1_CHICK,Stability,0.6443261391638029,1
SQSTM_MOUSE,Stability,0.1373584659251144,1
SR43C_ARATH,Stability,0.6110203751243176,1
SRBS1_HUMAN,Stability,0.6474376726124327,1
SRC_HUMAN,Activity,0.5133524769192691,2
SRC_HUMAN,OrganismalFitness,0.46489216609612966,1
SUMO1_HUMAN,OrganismalFitness,0.5126067071355525,1
SYUA_HUMAN,OrganismalFitness,0.14324184454983555,1
TADBP_HUMAN,OrganismalFitness,0.15757306471940602,1
TAT_HV1BR,OrganismalFitness,0.013999676686500246,1
TCRG1_MOUSE,Stability,0.7408600681733689,1
THO1_YEAST,Stability,0.4232642789589717,1
TNKS2_HUMAN,Stability,0.49102666473455114,1
TPK1_HUMAN,OrganismalFitness,0.17924625148086257,1
TPMT_HUMAN,Expression,0.4587648724983029,1
TPOR_HUMAN,OrganismalFitness,0.2854013454574481,1
TRPC_SACS2,OrganismalFitness,0.5069082860727676,1
TRPC_THEMA,OrganismalFitness,0.4446549326941553,1
UBC9_HUMAN,OrganismalFitness,0.42420572556936464,1
UBE4B_HUMAN,Stability,0.40337555554148385,1
UBE4B_MOUSE,Activity,0.3563458590898882,1
UBR5_HUMAN,Stability,0.13787068608272232,1
VG08_BPP22,Stability,0.42714270370268315,1
VILI_CHICK,Stability,0.3972892639848285,1
VKOR1_HUMAN,Activity,0.3244308932976675,1
VKOR1_HUMAN,Expression,0.4339740954977743,1
VRPI_BPT7,Stability,0.3541895968883497,1
YAIA_ECOLI,Stability,-0.18952782914920527,1
YAP1_HUMAN,Binding,0.5125859577721024,1
YNZC_BACSU,Stability,0.5470335477314561,1
