UniProt_ID,selection_type,uniprot_spearman,n_assays
MLAC_ECOLI,OrganismalFitness,0.18214234538614962,1
MSH2_HUMAN,OrganismalFitness,0.09474380231718028,1
MTH3_HAEAE,OrganismalFitness,0.31692073393261533,1
MTHR_HUMAN,OrganismalFitness,0.11846998284556998,1
MYO3_YEAST,Stability,0.6042389714330115,1
NCAP_I34A1,OrganismalFitness,0.03173231881772352,1
NKX31_HUMAN,Stability,0.5508972900569242,1
NPC1_HUMAN,Activity,0.02701223873656593,2
NRAM_I33A0,OrganismalFitness,-0.1190543399472492,1
NUD15_HUMAN,Expression,0.4660341508274983,1
NUSA_ECOLI,Stability,0.5959946567343066,1
NUSG_MYCTU,Stability,0.43188060905303993,1
OBSCN_HUMAN,Stability,0.7459015351676932,1
ODP2_GEOSE,Stability,0.13715955113671208,1
OPSD_HUMAN,Expression,0.3544733256752064,1
OTC_HUMAN,Activity,0.010469770424658827,1
OTU7A_HUMAN,Stability,0.4747149761276276,1
OXDA_RHOTO,Activity,0.26915059019424553,1
OXDA_RHOTO,Expression,0.24807195798770904,1
P53_HUMAN,OrganismalFitness,0.19781282986378243,4
P84126_THETH,OrganismalFitness,0.015412510580766054,1
PABP_YEAST,OrganismalFitness,0.24086441075780263,1
PAI1_HUMAN,Activity,0.07722936821213126,1
PA_I34A1,OrganismalFitness,0.015898418170038318,1
PHOT_CHLRE,Activity,0.6838205208936652,1
PIN1_HUMAN,Stability,0.5810863231890471,1
PITX2_HUMAN,Stability,0.3831950808008382,1
PKN1_HUMAN,Stability,0.2212017696419273,1
POLG_CXB3N,OrganismalFitness,0.10236059832093375,1
POLG_DEN26,OrganismalFitness,0.08220614596217649,1
POLG_HCVJF,OrganismalFitness,0.2890707647881692,1
POLG_PESV,Stability,0.2616457935297185,1
PPARG_HUMAN,Activity,-0.07583650207957024,1
PPM1D_HUMAN,OrganismalFitness,0.2924834727477273,1
PR40A_HUMAN,Stability,0.7101422760486624,1
PRKN_HUMAN,Expression,0.27044726586652584,1
PSAE_PICP2,Stability,0.6913238938304502,1
PTEN_HUMAN,Activity,0.2839941906826601,1
PTEN_HUMAN,Expression,0.1117263375548099,1
Q2N0S5_9HIV1,OrganismalFitness,0.2716359771398756,1
Q53Z42_HUMAN,Binding,-0.09268206241595393,1
Q53Z42_HUMAN,Expression,0.16413724969656254,1
Q59976_STRSQ,Activity,0.13661443115960914,1
Q6WV12_9MAXI,Activity,0.007028623220243187,1
Q837P4_ENTFA,Activity,0.19792086944103388,1
Q837P5_ENTFA,Activity,0.11904172150171129,1
Q8WTC7_9CNID,Activity,-0.0267150598480618,1
R1AB_SARS2,OrganismalFitness,-0.0525045657172775,1
RAD_ANTMA,Stability,0.4104074689822267,1
RAF1_HUMAN,OrganismalFitness,0.42091120008946464,1
RASH_HUMAN,Activity,0.19981636285101523,1
RASK_HUMAN,Binding,0.5338644391245166,1
RASK_HUMAN,Expression,0.0661059149965976,1
RBP1_HUMAN,Stability,0.4682494968372223,1
RCD1_ARATH,Stability,0.44612494046055573,1
RCRO_LAMBD,Stability,0.6130370178434761,1
RD23A_HUMAN,Stability,0.4270645780556574,1
RDRP_I33A0,OrganismalFitness,0.0986706938208906,1
REV_HV1H2,OrganismalFitness,0.28579103237925785,1
RFAH_ECOLI,Stability,0.24150797994563647,1
RL20_AQUAE,Stability,0.6151826198627732,1
RL40A_YEAST,Activity,0.268874350111642,1
RL40A_YEAST,OrganismalFitness,0.38081804085036974,2
RNC_ECOLI,Activity,0.5849325179462898,1
RPC1_BP434,Stability,0.7289103437751114,1
RPC1_LAMBD,Activity,0.5343258130758131,2
RS15_GEOSE,Stability,0.435466265149793,1
S22A1_HUMAN,Activity,0.48149306240884454,1
S22A1_HUMAN,Expression,0.5583847354152661,1
SAV1_MOUSE,Stability,0.4793873161487077,1
SBI_STAAM,Stability,0.5977608512516046,1
SC6A4_HUMAN,Activity,0.06211175186968875,1
SCIN_STAAR,Stability,0.2954253770254941,1
SCN5A_HUMAN,OrganismalFitness,0.22875801641339366,1
SDA_BACSU,Stability,0.39598605880998033,1
SERC_HUMAN,OrganismalFitness,0.2420332218258873,1
SHOC2_HUMAN,OrganismalFitness,-0.060425949114345866,1
SOX30_HUMAN,Stability,0.22397886075879708,1
SPA_STAAU,Stability,-0.08497650372397468,1
SPG1_STRSG,Binding,0.08122853880695599,2
SPG2_STRSG,Stability,0.4820028246751142,1
SPIKE_SARS2,Binding,0.019816769380168398,1
SPIKE_SARS2,Expression,0.039178970721134694,1
SPTN1_CHICK,Stability,0.6803934740587976,1
SQSTM_MOUSE,Stability,0.5679017736809246,1
SR43C_ARATH,Stability,0.7094937407082766,1
SRBS1_HUMAN,Stability,0.7595451533085864,1
SRC_HUMAN,Activity,0.039472122925533384,2
SRC_HUMAN,OrganismalFitness,0.04186992305163794,1
SUMO1_HUMAN,OrganismalFitness,0.258942830898191,1
SYUA_HUMAN,OrganismalFitness,0.21189212159598603,1
TADBP_HUMAN,OrganismalFitness,-0.35519740704386865,1
TAT_HV1BR,OrganismalFitness,0.3885263884157661,1
TCRG1_MOUSE,Stability,0.6957698701398369,1
THO1_YEAST,Stability,0.5543246103543333,1
TNKS2_HUMAN,Stability,0.540294974836609,1
TPK1_HUMAN,OrganismalFitness,0.17847798181964844,1
TPMT_HUMAN,Expression,0.1689301016387723,1
TPOR_HUMAN,OrganismalFitness,0.2634390641604753,1
TRPC_SACS2,OrganismalFitness,0.20020352338851374,1
TRPC_THEMA,OrganismalFitness,0.07383772810076619,1
UBC9_HUMAN,OrganismalFitness,0.2559097720088164,1
UBE4B_HUMAN,Stability,0.46853825213377776,1
UBE4B_MOUSE,Activity,0.020011174923284143,1
UBR5_HUMAN,Stability,0.554626691603858,1
VG08_BPP22,Stability,0.5450832437882056,1
VILI_CHICK,Stability,0.685426982972184,1
VKOR1_HUMAN,Activity,0.20484255534906695,1
VKOR1_HUMAN,Expression,0.33602536979368874,1
VRPI_BPT7,Stability,0.5690241498099811,1
YAIA_ECOLI,Stability,0.706445575369925,1
YAP1_HUMAN,Binding,0.18942412724934704,1
YNZC_BACSU,Stability,0.6663922065178002,1
