UniProt_ID,selection_type,uniprot_spearman,n_assays
POLG_HCVJF,OrganismalFitness,0.18687486162422107,1
POLG_PESV,Stability,0.17538373317552036,1
PPARG_HUMAN,Activity,0.5015378208115893,1
PPM1D_HUMAN,OrganismalFitness,0.48994597690765446,1
PR40A_HUMAN,Stability,0.7441510823165612,1
PRKN_HUMAN,Expression,0.5630242810154327,1
PSAE_PICP2,Stability,0.5879716247349678,1
PTEN_HUMAN,Activity,0.43151242394882494,1
PTEN_HUMAN,Expression,0.34365373001284444,1
Q2N0S5_9HIV1,OrganismalFitness,0.4843160645463275,1
Q53Z42_HUMAN,Binding,0.27146383079284386,1
Q53Z42_HUMAN,Expression,0.48691612131864836,1
Q59976_STRSQ,Activity,0.6292695618694748,1
Q6WV12_9MAXI,Activity,-0.014538870770009423,1
Q837P4_ENTFA,Activity,0.533453059917724,1
Q837P5_ENTFA,Activity,0.2904183435293841,1
Q8WTC7_9CNID,Activity,0.00889954248355369,1
R1AB_SARS2,OrganismalFitness,0.11441895181041896,1
RAD_ANTMA,Stability,0.41368588867626543,1
RAF1_HUMAN,OrganismalFitness,0.3904619849218098,1
RASH_HUMAN,Activity,0.24001596196117034,1
RASK_HUMAN,Binding,0.4417641898292934,1
RASK_HUMAN,Expression,0.17612938882158932,1
RBP1_HUMAN,Stability,0.49553700078521357,1
RCD1_ARATH,Stability,0.46456375054901367,1
RCRO_LAMBD,Stability,0.6524548980318386,1
RD23A_HUMAN,Stability,0.3939776058879896,1
RDRP_I33A0,OrganismalFitness,0.20832029237162383,1
REV_HV1H2,OrganismalFitness,0.2885164552100292,1
RFAH_ECOLI,Stability,0.2385986908317367,1
RL20_AQUAE,Stability,0.6895188242505199,1
RL40A_YEAST,Activity,0.24828899917461128,1
RL40A_YEAST,OrganismalFitness,0.28815991872867835,2
RNC_ECOLI,Activity,0.5780894788599111,1
RPC1_BP434,Stability,0.7019081443534132,1
RPC1_LAMBD,Activity,0.5244052449877081,2
RS15_GEOSE,Stability,0.40968750639470997,1
S22A1_HUMAN,Activity,0.5355116276111821,1
S22A1_HUMAN,Expression,0.6030690197333597,1
SAV1_MOUSE,Stability,0.4491501274004342,1
SBI_STAAM,Stability,0.6643682583618599,1
SC6A4_HUMAN,Activity,0.5609744288787798,1
SCIN_STAAR,Stability,0.23287481657434517,1
SCN5A_HUMAN,OrganismalFitness,0.20687661523032735,1
SDA_BACSU,Stability,0.5300972704849234,1
SERC_HUMAN,OrganismalFitness,0.5250211371630493,1
SHOC2_HUMAN,OrganismalFitness,0.40361965876532896,1
SOX30_HUMAN,Stability,0.1418772080158906,1
SPA_STAAU,Stability,0.030294498169284794,1
SPG1_STRSG,Binding,0.1987534217149187,2
SPG2_STRSG,Stability,0.5361861543782561,1
SPIKE_SARS2,Binding,0.018553557717970078,1
SPIKE_SARS2,Expression,0.03919611477700434,1
SPTN1_CHICK,Stability,0.6565867305140238,1
SQSTM_MOUSE,Stability,0.4366159448257278,1
SR43C_ARATH,Stability,0.719951319483685,1
SRBS1_HUMAN,Stability,0.6805840711761613,1
SRC_HUMAN,Activity,0.3650386876320884,2
SRC_HUMAN,OrganismalFitness,0.3298443769906054,1
SUMO1_HUMAN,OrganismalFitness,0.24413167494887997,1
SYUA_HUMAN,OrganismalFitness,0.08957629814149833,1
TADBP_HUMAN,OrganismalFitness,-0.025527975211534656,1
TAT_HV1BR,OrganismalFitness,0.3225320183853937,1
TCRG1_MOUSE,Stability,0.6266151420879603,1
THO1_YEAST,Stability,0.576580543824584,1
TNKS2_HUMAN,Stability,0.5541973430610562,1
TPK1_HUMAN,OrganismalFitness,0.34852015124071417,1
TPMT_HUMAN,Expression,0.5413643137552365,1
TPOR_HUMAN,OrganismalFitness,0.1764330679045987,1
TRPC_SACS2,OrganismalFitness,0.6542687182959791,1
TRPC_THEMA,OrganismalFitness,0.508110489748191,1
UBC9_HUMAN,OrganismalFitness,0.20443839963897248,1
UBE4B_HUMAN,Stability,0.44446490178885567,1
UBE4B_MOUSE,Activity,0.47412662720018844,1
UBR5_HUMAN,Stability,0.5544373296277161,1
VG08_BPP22,Stability,0.5597424389800307,1
VILI_CHICK,Stability,0.6239339897447264,1
VKOR1_HUMAN,Activity,0.3449892801631215,1
VKOR1_HUMAN,Expression,0.42797160672196977,1
VRPI_BPT7,Stability,0.620101535119535,1
YAIA_ECOLI,Stability,0.6494248073085055,1
YAP1_HUMAN,Binding,0.09964711253050251,1
YNZC_BACSU,Stability,0.6413108742512542,1
