UniProt_ID,selection_type,uniprot_spearman,n_assays
RL40A_YEAST,OrganismalFitness,0.4146196179348083,2
RNC_ECOLI,Activity,0.5502305351477116,1
RPC1_BP434,Stability,0.7357167077085623,1
RPC1_LAMBD,Activity,0.2934421571139254,2
RS15_GEOSE,Stability,0.3154878025875333,1
S22A1_HUMAN,Activity,0.4942967849648683,1
S22A1_HUMAN,Expression,0.541013409691767,1
SAV1_MOUSE,Stability,0.4959472966267702,1
SBI_STAAM,Stability,0.20578581899925882,1
SC6A4_HUMAN,Activity,0.49035718618158,1
SCIN_STAAR,Stability,0.27871581409460505,1
SCN5A_HUMAN,OrganismalFitness,0.17210399329269022,1
SDA_BACSU,Stability,0.021805284047962708,1
SERC_HUMAN,OrganismalFitness,0.3548650538168507,1
SHOC2_HUMAN,OrganismalFitness,0.23479541648919355,1
SOX30_HUMAN,Stability,0.254722149973054,1
SPA_STAAU,Stability,-0.025455918797398,1
SPG1_STRSG,Binding,0.14596802202867434,2
SPG2_STRSG,Stability,0.421750833289965,1
SPIKE_SARS2,Binding,-0.03705475305900007,1
SPIKE_SARS2,Expression,-0.007694674345022367,1
SPTN1_CHICK,Stability,0.6381688518250472,1
SQSTM_MOUSE,Stability,0.25661200908435267,1
SR43C_ARATH,Stability,0.624557542901001,1
SRBS1_HUMAN,Stability,0.6492004508677158,1
SRC_HUMAN,Activity,0.4778448656834351,2
SRC_HUMAN,OrganismalFitness,0.42270360205481844,1
SUMO1_HUMAN,OrganismalFitness,0.5093469289685435,1
SYUA_HUMAN,OrganismalFitness,0.12443611149075326,1
TADBP_HUMAN,OrganismalFitness,0.12607880085376724,1
TAT_HV1BR,OrganismalFitness,0.01585358656987058,1
TCRG1_MOUSE,Stability,0.7585349335582933,1
THO1_YEAST,Stability,0.39707541086156,1
TNKS2_HUMAN,Stability,0.4438674296914539,1
TPK1_HUMAN,OrganismalFitness,0.14025403029973382,1
TPMT_HUMAN,Expression,0.38107211272224556,1
TPOR_HUMAN,OrganismalFitness,0.33860735671742115,1
TRPC_SACS2,OrganismalFitness,0.5245578156404814,1
TRPC_THEMA,OrganismalFitness,0.41480628796885927,1
UBC9_HUMAN,OrganismalFitness,0.39639209886083143,1
UBE4B_HUMAN,Stability,0.3611587632649539,1
UBE4B_MOUSE,Activity,0.3838236894948864,1
UBR5_HUMAN,Stability,0.1454514189080346,1
VG08_BPP22,Stability,0.40966559636604366,1
VILI_CHICK,Stability,0.33398325693813924,1
VKOR1_HUMAN,Activity,0.1806453437453738,1
VKOR1_HUMAN,Expression,0.3441435476396952,1
VRPI_BPT7,Stability,0.3035174612977074,1
YAIA_ECOLI,Stability,-0.11869589273497609,1
YAP1_HUMAN,Binding,0.47555237283418006,1
YNZC_BACSU,Stability,0.6056890196760203,1
