UniProt_ID,selection_type,uniprot_spearman,n_assays
F7YBW8_MESOW,OrganismalFitness,0.2773286068182164,2
FECA_ECOLI,Stability,0.48128690487076115,1
FKBP3_HUMAN,Stability,0.1792622503444718,1
GAL4_YEAST,OrganismalFitness,0.4287865050882018,1
GCN4_YEAST,Binding,0.15744937588344132,1
GDIA_HUMAN,OrganismalFitness,0.21079267200676535,1
GFP_AEQVI,Activity,0.08195090289301506,1
GLPA_HUMAN,Expression,0.3984708908082953,1
GRB2_HUMAN,OrganismalFitness,0.5609477108074223,1
HCP_LAMBD,Stability,0.35531279070058436,1
HECD1_HUMAN,Stability,0.28123249885584595,1
HEM3_HUMAN,Activity,0.3580711963956206,1
HIS7_YEAST,OrganismalFitness,0.17810527432210574,1
HMDH_HUMAN,OrganismalFitness,-0.0028347782146863954,1
HSP82_YEAST,OrganismalFitness,0.3384232527606662,3
HXK4_HUMAN,Expression,0.21840974438231447,1
HXK4_HUMAN,OrganismalFitness,0.45286818147954766,1
I6TAH8_I68A0,OrganismalFitness,0.006416479500315614,1
IF1_ECOLI,OrganismalFitness,0.35463710975833335,1
ILF3_HUMAN,Stability,0.34169391001821403,1
ISDH_STAAW,Stability,0.38673212967916293,1
KCNE1_HUMAN,Activity,0.19070246431720275,1
KCNE1_HUMAN,Expression,0.19699406819481022,1
KCNH2_HUMAN,Activity,0.29385205019989635,1
KCNJ2_MOUSE,Activity,0.30352746004083864,1
KCNJ2_MOUSE,Expression,0.3197947958093458,1
KKA2_KLEPN,OrganismalFitness,0.2624247076858945,1
LGK_LIPST,Activity,0.3067055502904848,1
LYAM1_HUMAN,Expression,0.29572375316724814,1
MAFG_MOUSE,Stability,0.35487002776558335,1
MBD11_ARATH,Stability,-0.005223078291836663,1
MET_HUMAN,Activity,0.5111792732579117,1
MK01_HUMAN,OrganismalFitness,0.20448938707489525,1
MLAC_ECOLI,OrganismalFitness,0.25144956858404677,1
MSH2_HUMAN,OrganismalFitness,0.299942006200587,1
MTH3_HAEAE,OrganismalFitness,0.32559002923386693,1
MTHR_HUMAN,OrganismalFitness,0.3890312042363258,1
MYO3_YEAST,Stability,0.356766229222123,1
NCAP_I34A1,OrganismalFitness,0.02061072040000183,1
NKX31_HUMAN,Stability,0.5955568753619443,1
NPC1_HUMAN,Activity,0.2151700690407626,2
NRAM_I33A0,OrganismalFitness,-0.11539404646555837,1
NUD15_HUMAN,Expression,0.3766047970702769,1
NUSA_ECOLI,Stability,0.3626143159301484,1
NUSG_MYCTU,Stability,0.533688992529793,1
OBSCN_HUMAN,Stability,0.7487000098244404,1
ODP2_GEOSE,Stability,0.12506271744328512,1
OPSD_HUMAN,Expression,0.48614154517811603,1
OTC_HUMAN,Activity,0.4406867950811762,1
OTU7A_HUMAN,Stability,0.5852327154185776,1
OXDA_RHOTO,Activity,0.2026749488149904,1
OXDA_RHOTO,Expression,0.21889336756125563,1
P53_HUMAN,OrganismalFitness,-0.10097175965067026,4
P84126_THETH,OrganismalFitness,0.5154069358338311,1
PABP_YEAST,OrganismalFitness,0.6353405701885746,1
PAI1_HUMAN,Activity,0.37939205271560683,1
PA_I34A1,OrganismalFitness,0.022354777365494658,1
PHOT_CHLRE,Activity,0.7587018820841261,1
PIN1_HUMAN,Stability,0.7172016555440461,1
PITX2_HUMAN,Stability,0.5747526376791862,1
PKN1_HUMAN,Stability,0.38216032893533197,1
POLG_CXB3N,OrganismalFitness,-0.07975844284839116,1
POLG_DEN26,OrganismalFitness,-0.03271468874457515,1
POLG_HCVJF,OrganismalFitness,0.08673643241864037,1
POLG_PESV,Stability,0.03662879425028392,1
PPARG_HUMAN,Activity,0.3159843438295239,1
PPM1D_HUMAN,OrganismalFitness,0.40745672708497443,1
PR40A_HUMAN,Stability,0.44184884485466597,1
PRKN_HUMAN,Expression,0.3382436446155217,1
PSAE_PICP2,Stability,0.5766355084750686,1
PTEN_HUMAN,Activity,0.41149300431420144,1
PTEN_HUMAN,Expression,0.2521494362016906,1
Q2N0S5_9HIV1,OrganismalFitness,0.4502295700238805,1
Q53Z42_HUMAN,Binding,0.3788858403956371,1
Q53Z42_HUMAN,Expression,0.5323557032099794,1
Q59976_STRSQ,Activity,0.5095586021205843,1
Q6WV12_9MAXI,Activity,0.04484818216932361,1
Q837P4_ENTFA,Activity,0.4681192973144675,1
Q837P5_ENTFA,Activity,0.21532885519523767,1
Q8WTC7_9CNID,Activity,-0.009850293312504055,1
R1AB_SARS2,OrganismalFitness,-0.04366687551673659,1
RAD_ANTMA,Stability,0.5345207174509496,1
RAF1_HUMAN,OrganismalFitness,0.21309558689089167,1
RASH_HUMAN,Activity,0.46739225887949687,1
RASK_HUMAN,Binding,0.6270904730435715,1
RASK_HUMAN,Expression,0.29081163129403903,1
RBP1_HUMAN,Stability,0.38844506960231695,1
RCD1_ARATH,Stability,0.4045621449356671,1
RCRO_LAMBD,Stability,0.3855400080511177,1
RD23A_HUMAN,Stability,0.5656041274646515,1
RDRP_I33A0,OrganismalFitness,0.05471478408463037,1
REV_HV1H2,OrganismalFitness,0.05844329687976682,1
RFAH_ECOLI,Stability,0.10414508606935585,1
RL20_AQUAE,Stability,0.4029628655040439,1
RL40A_YEAST,Activity,0.30476165073513967,1
RL40A_YEAST,OrganismalFitness,0.392031017201494,2
RNC_ECOLI,Activity,0.5719052627981647,1
RPC1_BP434,Stability,0.7591591363226672,1
RPC1_LAMBD,Activity,0.30392875386019336,2
RS15_GEOSE,Stability,0.39236419043106413,1
S22A1_HUMAN,Activity,0.49977135654749744,1
S22A1_HUMAN,Expression,0.5625358528212929,1
SAV1_MOUSE,Stability,0.5587358963900955,1
SBI_STAAM,Stability,0.2646259110725356,1
SC6A4_HUMAN,Activity,0.4994354438853201,1
SCIN_STAAR,Stability,0.29027960568215855,1
SCN5A_HUMAN,OrganismalFitness,0.17514359248464714,1
SDA_BACSU,Stability,0.07945087080659087,1
SERC_HUMAN,OrganismalFitness,0.4066309002160579,1
SHOC2_HUMAN,OrganismalFitness,0.24614240460310377,1
SOX30_HUMAN,Stability,0.2532654046194956,1
SPA_STAAU,Stability,0.014895870421889754,1
SPG1_STRSG,Binding,0.14007971153285537,2
SPG2_STRSG,Stability,0.4862908864473066,1
SPIKE_SARS2,Binding,-0.04973878126603259,1
SPIKE_SARS2,Expression,0.0012188762495090038,1
SPTN1_CHICK,Stability,0.6249561975518668,1
SQSTM_MOUSE,Stability,0.3623745708428883,1
SR43C_ARATH,Stability,0.7061846691813923,1
SRBS1_HUMAN,Stability,0.7233685852527435,1
SRC_HUMAN,Activity,0.49108463241302597,2
SRC_HUMAN,OrganismalFitness,0.43769541435787623,1
SUMO1_HUMAN,OrganismalFitness,0.5338646768125064,1
SYUA_HUMAN,OrganismalFitness,0.14923445061526458,1
TADBP_HUMAN,OrganismalFitness,0.03895497657013026,1
TAT_HV1BR,OrganismalFitness,0.01627654092894807,1
TCRG1_MOUSE,Stability,0.7676943702051334,1
THO1_YEAST,Stability,0.4872982379594922,1
TNKS2_HUMAN,Stability,0.5294668861703026,1
TPK1_HUMAN,OrganismalFitness,0.19361004770920406,1
TPMT_HUMAN,Expression,0.4442513713559403,1
TPOR_HUMAN,OrganismalFitness,0.3514288071262978,1
TRPC_SACS2,OrganismalFitness,0.524453525037775,1
TRPC_THEMA,OrganismalFitness,0.4143494877618827,1
UBC9_HUMAN,OrganismalFitness,0.4290004859096128,1
UBE4B_HUMAN,Stability,0.34319126578791675,1
UBE4B_MOUSE,Activity,0.41589566599688943,1
UBR5_HUMAN,Stability,0.1135756831102995,1
VG08_BPP22,Stability,0.4521125423301828,1
VILI_CHICK,Stability,0.3321071069139755,1
VKOR1_HUMAN,Activity,0.22305984469693527,1
VKOR1_HUMAN,Expression,0.40341085496027296,1
VRPI_BPT7,Stability,0.3481122983320033,1
YAIA_ECOLI,Stability,0.1821592186943649,1
YAP1_HUMAN,Binding,0.4796549693804981,1
YNZC_BACSU,Stability,0.6488933229015702,1
